Case_ID,Timestamp,Src_IP,Dst_IP,Scr_port,Dst_port,Flags,S/C
16,2017/07/07 14:06:54.962548000,192.168.10.15,205.174.165.73,51930,8080,000.ACK.,C
16,2017/07/07 14:06:54.962603000,192.168.10.15,205.174.165.73,51930,8080,000.ACK.PSH.,C
16,2017/07/07 14:06:54.963106000,205.174.165.73,192.168.10.15,8080,51930,000.ACK.,S
16,2017/07/07 14:06:55.031249000,205.174.165.73,192.168.10.15,8080,51930,000.ACK.PSH.,S
16,2017/07/07 14:06:55.032445000,192.168.10.15,205.174.165.73,51930,8080,000.ACK.FIN.,C
16,2017/07/07 14:06:55.033002000,205.174.165.73,192.168.10.15,8080,51930,000.ACK.FIN.,S
16,2017/07/07 14:06:55.033009000,192.168.10.15,205.174.165.73,51930,8080,000.ACK.,C
17,2017/07/07 14:07:05.040803000,192.168.10.15,205.174.165.73,51956,8080,000.SYN.,C
17,2017/07/07 14:07:05.041429000,205.174.165.73,192.168.10.15,8080,51956,000.ACK.SYN.,S
17,2017/07/07 14:07:05.041480000,192.168.10.15,205.174.165.73,51956,8080,000.ACK.,C
17,2017/07/07 14:07:05.041572000,192.168.10.15,205.174.165.73,51956,8080,000.ACK.PSH.,C
17,2017/07/07 14:07:05.042041000,205.174.165.73,192.168.10.15,8080,51956,000.ACK.,S
17,2017/07/07 14:07:05.164665000,205.174.165.73,192.168.10.15,8080,51956,000.ACK.PSH.,S
17,2017/07/07 14:07:05.165589000,192.168.10.15,205.174.165.73,51956,8080,000.ACK.FIN.,C
17,2017/07/07 14:07:05.166229000,192.168.10.15,205.174.165.73,51956,8080,000.ACK.,C
17,2017/07/07 14:07:05.166229000,205.174.165.73,192.168.10.15,8080,51956,000.ACK.FIN.,S
18,2017/07/07 14:07:15.158578000,192.168.10.15,205.174.165.73,52040,8080,000.SYN.,C
18,2017/07/07 14:07:15.159187000,205.174.165.73,192.168.10.15,8080,52040,000.ACK.SYN.,S
18,2017/07/07 14:07:15.159242000,192.168.10.15,205.174.165.73,52040,8080,000.ACK.,C
18,2017/07/07 14:07:15.159290000,192.168.10.15,205.174.165.73,52040,8080,000.ACK.PSH.,C
18,2017/07/07 14:07:15.159797000,205.174.165.73,192.168.10.15,8080,52040,000.ACK.,S
18,2017/07/07 14:07:15.255926000,205.174.165.73,192.168.10.15,8080,52040,000.ACK.PSH.,S
18,2017/07/07 14:07:15.256884000,192.168.10.15,205.174.165.73,52040,8080,000.ACK.FIN.,C
18,2017/07/07 14:07:15.257620000,205.174.165.73,192.168.10.15,8080,52040,000.ACK.FIN.,S
18,2017/07/07 14:07:15.257623000,192.168.10.15,205.174.165.73,52040,8080,000.ACK.,C
19,2017/07/07 14:07:25.332394000,192.168.10.15,205.174.165.73,52093,8080,000.SYN.,C
19,2017/07/07 14:07:25.333165000,205.174.165.73,192.168.10.15,8080,52093,000.ACK.SYN.,S
19,2017/07/07 14:07:25.333260000,192.168.10.15,205.174.165.73,52093,8080,000.ACK.,C
19,2017/07/07 14:07:25.334949000,192.168.10.15,205.174.165.73,52093,8080,000.ACK.PSH.,C
19,2017/07/07 14:07:25.335602000,205.174.165.73,192.168.10.15,8080,52093,000.ACK.,S
19,2017/07/07 14:07:25.397698000,205.174.165.73,192.168.10.15,8080,52093,000.ACK.PSH.,S
19,2017/07/07 14:07:25.398670000,192.168.10.15,205.174.165.73,52093,8080,000.ACK.FIN.,C
19,2017/07/07 14:07:25.399483000,205.174.165.73,192.168.10.15,8080,52093,000.ACK.FIN.,S
19,2017/07/07 14:07:25.399522000,192.168.10.15,205.174.165.73,52093,8080,000.ACK.,C
20,2017/07/07 14:07:35.389128000,192.168.10.15,205.174.165.73,52125,8080,000.SYN.,C
20,2017/07/07 14:07:35.389599000,205.174.165.73,192.168.10.15,8080,52125,000.ACK.SYN.,S
20,2017/07/07 14:07:35.389654000,192.168.10.15,205.174.165.73,52125,8080,000.ACK.,C
20,2017/07/07 14:07:35.389702000,192.168.10.15,205.174.165.73,52125,8080,000.ACK.PSH.,C
20,2017/07/07 14:07:35.390205000,205.174.165.73,192.168.10.15,8080,52125,000.ACK.,S
20,2017/07/07 14:07:35.447446000,205.174.165.73,192.168.10.15,8080,52125,000.ACK.PSH.,S
20,2017/07/07 14:07:35.448376000,192.168.10.15,205.174.165.73,52125,8080,000.ACK.FIN.,C
20,2017/07/07 14:07:35.449140000,192.168.10.15,205.174.165.73,52125,8080,000.ACK.,C
20,2017/07/07 14:07:35.449142000,205.174.165.73,192.168.10.15,8080,52125,000.ACK.FIN.,S
21,2017/07/07 14:07:45.436829000,192.168.10.15,205.174.165.73,52134,8080,000.SYN.,C
21,2017/07/07 14:07:45.437341000,205.174.165.73,192.168.10.15,8080,52134,000.ACK.SYN.,S
21,2017/07/07 14:07:45.437386000,192.168.10.15,205.174.165.73,52134,8080,000.ACK.,C
21,2017/07/07 14:07:45.437457000,192.168.10.15,205.174.165.73,52134,8080,000.ACK.PSH.,C
21,2017/07/07 14:07:45.437937000,205.174.165.73,192.168.10.15,8080,52134,000.ACK.,S
21,2017/07/07 14:07:45.497484000,205.174.165.73,192.168.10.15,8080,52134,000.ACK.PSH.,S
21,2017/07/07 14:07:45.498358000,192.168.10.15,205.174.165.73,52134,8080,000.ACK.FIN.,C
21,2017/07/07 14:07:45.499183000,192.168.10.15,205.174.165.73,52134,8080,000.ACK.,C
21,2017/07/07 14:07:45.499184000,205.174.165.73,192.168.10.15,8080,52134,000.ACK.FIN.,S
22,2017/07/07 14:07:55.501158000,192.168.10.15,205.174.165.73,52140,8080,000.SYN.,C
22,2017/07/07 14:07:55.501947000,205.174.165.73,192.168.10.15,8080,52140,000.ACK.SYN.,S
22,2017/07/07 14:07:55.502037000,192.168.10.15,205.174.165.73,52140,8080,000.ACK.,C
22,2017/07/07 14:07:55.502041000,192.168.10.15,205.174.165.73,52140,8080,000.ACK.PSH.,C
22,2017/07/07 14:07:55.502526000,205.174.165.73,192.168.10.15,8080,52140,000.ACK.,S
22,2017/07/07 14:07:55.564072000,205.174.165.73,192.168.10.15,8080,52140,000.ACK.PSH.,S
22,2017/07/07 14:07:55.565001000,192.168.10.15,205.174.165.73,52140,8080,000.ACK.FIN.,C
22,2017/07/07 14:07:55.565791000,205.174.165.73,192.168.10.15,8080,52140,000.ACK.FIN.,S
22,2017/07/07 14:07:55.565819000,192.168.10.15,205.174.165.73,52140,8080,000.ACK.,C
23,2017/07/07 14:08:05.568448000,192.168.10.15,205.174.165.73,52142,8080,000.SYN.,C
23,2017/07/07 14:08:05.568926000,205.174.165.73,192.168.10.15,8080,52142,000.ACK.SYN.,S
23,2017/07/07 14:08:05.569050000,192.168.10.15,205.174.165.73,52142,8080,000.ACK.,C
23,2017/07/07 14:08:05.569053000,192.168.10.15,205.174.165.73,52142,8080,000.ACK.PSH.,C
23,2017/07/07 14:08:05.569525000,205.174.165.73,192.168.10.15,8080,52142,000.ACK.,S
23,2017/07/07 14:08:05.713784000,205.174.165.73,192.168.10.15,8080,52142,000.ACK.PSH.,S
23,2017/07/07 14:08:05.714820000,192.168.10.15,205.174.165.73,52142,8080,000.ACK.FIN.,C
23,2017/07/07 14:08:05.715339000,205.174.165.73,192.168.10.15,8080,52142,000.ACK.FIN.,S
23,2017/07/07 14:08:05.715406000,192.168.10.15,205.174.165.73,52142,8080,000.ACK.,C
24,2017/07/07 14:08:15.723456000,192.168.10.15,205.174.165.73,52148,8080,000.SYN.,C
24,2017/07/07 14:08:15.724025000,205.174.165.73,192.168.10.15,8080,52148,000.ACK.SYN.,S
24,2017/07/07 14:08:15.724220000,192.168.10.15,205.174.165.73,52148,8080,000.ACK.,C
24,2017/07/07 14:08:15.724238000,192.168.10.15,205.174.165.73,52148,8080,000.ACK.PSH.,C
24,2017/07/07 14:08:15.724718000,205.174.165.73,192.168.10.15,8080,52148,000.ACK.,S
25,2017/07/07 14:08:15.765144000,192.168.10.9,205.174.165.73,1997,8080,000.SYN.,C
25,2017/07/07 14:08:15.765605000,205.174.165.73,192.168.10.9,8080,1997,000.ACK.SYN.,S
25,2017/07/07 14:08:15.765744000,192.168.10.9,205.174.165.73,1997,8080,000.ACK.,C
25,2017/07/07 14:08:15.765819000,192.168.10.9,205.174.165.73,1997,8080,000.ACK.PSH.,C
25,2017/07/07 14:08:15.766445000,205.174.165.73,192.168.10.9,8080,1997,000.ACK.,S
24,2017/07/07 14:08:15.788745000,205.174.165.73,192.168.10.15,8080,52148,000.ACK.PSH.,S
24,2017/07/07 14:08:15.789837000,192.168.10.15,205.174.165.73,52148,8080,000.ACK.FIN.,C
24,2017/07/07 14:08:15.790418000,205.174.165.73,192.168.10.15,8080,52148,000.ACK.FIN.,S
24,2017/07/07 14:08:15.790488000,192.168.10.15,205.174.165.73,52148,8080,000.ACK.,C
25,2017/07/07 14:08:15.855344000,205.174.165.73,192.168.10.9,8080,1997,000.ACK.PSH.,S
25,2017/07/07 14:08:15.856388000,192.168.10.9,205.174.165.73,1997,8080,000.ACK.FIN.,C
25,2017/07/07 14:08:15.857119000,205.174.165.73,192.168.10.9,8080,1997,000.ACK.FIN.,S
25,2017/07/07 14:08:15.857209000,192.168.10.9,205.174.165.73,1997,8080,000.ACK.,C
26,2017/07/07 14:08:25.793154000,192.168.10.15,205.174.165.73,52154,8080,000.SYN.,C
26,2017/07/07 14:08:25.793781000,205.174.165.73,192.168.10.15,8080,52154,000.ACK.SYN.,S
26,2017/07/07 14:08:25.793838000,192.168.10.15,205.174.165.73,52154,8080,000.ACK.,C
26,2017/07/07 14:08:25.793886000,192.168.10.15,205.174.165.73,52154,8080,000.ACK.PSH.,C
26,2017/07/07 14:08:25.794388000,205.174.165.73,192.168.10.15,8080,52154,000.ACK.,S
26,2017/07/07 14:08:25.855545000,205.174.165.73,192.168.10.15,8080,52154,000.ACK.PSH.,S
26,2017/07/07 14:08:25.856495000,192.168.10.15,205.174.165.73,52154,8080,000.ACK.FIN.,C
26,2017/07/07 14:08:25.857331000,205.174.165.73,192.168.10.15,8080,52154,000.ACK.FIN.,S
26,2017/07/07 14:08:25.857339000,192.168.10.15,205.174.165.73,52154,8080,000.ACK.,C
27,2017/07/07 14:08:35.859773000,192.168.10.15,205.174.165.73,52165,8080,000.SYN.,C
27,2017/07/07 14:08:35.860273000,205.174.165.73,192.168.10.15,8080,52165,000.ACK.SYN.,S
27,2017/07/07 14:08:35.860366000,192.168.10.15,205.174.165.73,52165,8080,000.ACK.,C
27,2017/07/07 14:08:35.860415000,192.168.10.15,205.174.165.73,52165,8080,000.ACK.PSH.,C
27,2017/07/07 14:08:35.860889000,205.174.165.73,192.168.10.15,8080,52165,000.ACK.,S
27,2017/07/07 14:08:35.921915000,205.174.165.73,192.168.10.15,8080,52165,000.ACK.PSH.,S
27,2017/07/07 14:08:35.922869000,192.168.10.15,205.174.165.73,52165,8080,000.ACK.FIN.,C
27,2017/07/07 14:08:35.923606000,205.174.165.73,192.168.10.15,8080,52165,000.ACK.FIN.,S
27,2017/07/07 14:08:35.923654000,192.168.10.15,205.174.165.73,52165,8080,000.ACK.,C
28,2017/07/07 14:08:47.528434000,192.168.10.15,205.174.165.73,52167,8080,000.SYN.,C
28,2017/07/07 14:08:47.529251000,205.174.165.73,192.168.10.15,8080,52167,000.ACK.SYN.,S
28,2017/07/07 14:08:47.529313000,192.168.10.15,205.174.165.73,52167,8080,000.ACK.,C
28,2017/07/07 14:08:47.529367000,192.168.10.15,205.174.165.73,52167,8080,000.ACK.PSH.,C
28,2017/07/07 14:08:47.529864000,205.174.165.73,192.168.10.15,8080,52167,000.ACK.,S
28,2017/07/07 14:08:47.630138000,205.174.165.73,192.168.10.15,8080,52167,000.ACK.PSH.,S
28,2017/07/07 14:08:47.631113000,192.168.10.15,205.174.165.73,52167,8080,000.ACK.FIN.,C
28,2017/07/07 14:08:47.631903000,205.174.165.73,192.168.10.15,8080,52167,000.ACK.FIN.,S
28,2017/07/07 14:08:47.631922000,192.168.10.15,205.174.165.73,52167,8080,000.ACK.,C
29,2017/07/07 14:09:01.218770000,192.168.10.15,205.174.165.73,52169,8080,000.SYN.,C
29,2017/07/07 14:09:01.219305000,205.174.165.73,192.168.10.15,8080,52169,000.ACK.SYN.,S
29,2017/07/07 14:09:01.219428000,192.168.10.15,205.174.165.73,52169,8080,000.ACK.,C
