Case_ID,Timestamp,Src_IP,Dst_IP,Scr_port,Dst_port,Flags,S/C
3,2017/07/06 13:16:07.435300000,192.168.10.50,172.16.0.1,80,44386,000.ACK.PSH.,S
3,2017/07/06 13:16:07.435890000,172.16.0.1,192.168.10.50,44386,80,000.ACK.,C
3,2017/07/06 13:16:07.436966000,172.16.0.1,192.168.10.50,44386,80,000.ACK.PSH.,C
3,2017/07/06 13:16:07.441756000,192.168.10.50,172.16.0.1,80,44386,000.ACK.PSH.,S
3,2017/07/06 13:16:07.480918000,172.16.0.1,192.168.10.50,44386,80,000.ACK.,C
3,2017/07/06 13:16:12.443572000,172.16.0.1,192.168.10.50,44386,80,000.ACK.FIN.,C
3,2017/07/06 13:16:12.443758000,192.168.10.50,172.16.0.1,80,44386,000.ACK.FIN.,S
3,2017/07/06 13:16:12.444308000,172.16.0.1,192.168.10.50,44386,80,000.ACK.,C
4,2017/07/06 13:18:29.723819000,172.16.0.1,192.168.10.50,44388,80,000.SYN.,C
4,2017/07/06 13:18:29.723952000,192.168.10.50,172.16.0.1,80,44388,000.ACK.SYN.,S
4,2017/07/06 13:18:29.725266000,172.16.0.1,192.168.10.50,44388,80,000.ACK.,C
4,2017/07/06 13:18:29.725461000,172.16.0.1,192.168.10.50,44388,80,000.ACK.PSH.,C
4,2017/07/06 13:18:29.725562000,192.168.10.50,172.16.0.1,80,44388,000.ACK.,S
4,2017/07/06 13:18:29.756594000,192.168.10.50,172.16.0.1,80,44388,000.ACK.PSH.,S
4,2017/07/06 13:18:29.757193000,172.16.0.1,192.168.10.50,44388,80,000.ACK.,C
4,2017/07/06 13:18:29.758732000,172.16.0.1,192.168.10.50,44388,80,000.ACK.PSH.,C
4,2017/07/06 13:18:29.760836000,192.168.10.50,172.16.0.1,80,44388,000.ACK.PSH.,S
4,2017/07/06 13:18:29.761759000,172.16.0.1,192.168.10.50,44388,80,000.ACK.,C
4,2017/07/06 13:18:29.772549000,172.16.0.1,192.168.10.50,44388,80,000.ACK.PSH.,C
5,2017/07/06 13:18:29.772799000,172.16.0.1,192.168.10.50,44390,80,000.SYN.,C
5,2017/07/06 13:18:29.772875000,192.168.10.50,172.16.0.1,80,44390,000.ACK.SYN.,S
6,2017/07/06 13:18:29.773073000,172.16.0.1,192.168.10.50,44392,80,000.SYN.,C
6,2017/07/06 13:18:29.773113000,192.168.10.50,172.16.0.1,80,44392,000.ACK.SYN.,S
6,2017/07/06 13:18:29.773778000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
5,2017/07/06 13:18:29.773778000,172.16.0.1,192.168.10.50,44390,80,000.ACK.,C
5,2017/07/06 13:18:29.773782000,172.16.0.1,192.168.10.50,44390,80,000.ACK.PSH.,C
5,2017/07/06 13:18:29.773855000,192.168.10.50,172.16.0.1,80,44390,000.ACK.,S
6,2017/07/06 13:18:29.781300000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:29.781375000,192.168.10.50,172.16.0.1,80,44392,000.ACK.,S
4,2017/07/06 13:18:29.813110000,192.168.10.50,172.16.0.1,80,44388,000.ACK.,S
6,2017/07/06 13:18:29.825858000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:29.826802000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
4,2017/07/06 13:18:29.848995000,192.168.10.50,172.16.0.1,80,44388,000.ACK.PSH.,S
5,2017/07/06 13:18:29.857953000,192.168.10.50,172.16.0.1,80,44390,000.ACK.PSH.,S
5,2017/07/06 13:18:29.858665000,172.16.0.1,192.168.10.50,44390,80,000.ACK.,C
4,2017/07/06 13:18:29.858931000,172.16.0.1,192.168.10.50,44388,80,000.ACK.PSH.,C
4,2017/07/06 13:18:29.858990000,192.168.10.50,172.16.0.1,80,44388,000.ACK.,S
4,2017/07/06 13:18:29.881558000,192.168.10.50,172.16.0.1,80,44388,000.ACK.PSH.,S
4,2017/07/06 13:18:29.882329000,172.16.0.1,192.168.10.50,44388,80,000.ACK.,C
4,2017/07/06 13:18:29.882747000,172.16.0.1,192.168.10.50,44388,80,000.ACK.,C
4,2017/07/06 13:18:31.346306000,172.16.0.1,192.168.10.50,44388,80,000.ACK.PSH.,C
4,2017/07/06 13:18:31.352868000,172.16.0.1,192.168.10.50,44388,80,000.ACK.FIN.,C
6,2017/07/06 13:18:31.354301000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:31.354368000,192.168.10.50,172.16.0.1,80,44392,000.ACK.,S
4,2017/07/06 13:18:31.364562000,192.168.10.50,172.16.0.1,80,44388,000.ACK.,S
4,2017/07/06 13:18:31.364610000,192.168.10.50,172.16.0.1,80,44388,000.ACK.PSH.,S
4,2017/07/06 13:18:31.364611000,192.168.10.50,172.16.0.1,80,44388,000.ACK.FIN.,S
4,2017/07/06 13:18:31.365307000,172.16.0.1,192.168.10.50,44388,80,000.RST.,C
6,2017/07/06 13:18:31.366018000,192.168.10.50,172.16.0.1,80,44392,000.ACK.,S
6,2017/07/06 13:18:31.366209000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:31.366730000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:31.383708000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:31.389586000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:31.427508000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:34.389781000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:34.391072000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:34.391893000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:34.401269000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:34.403237000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:34.404027000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
5,2017/07/06 13:18:34.861170000,192.168.10.50,172.16.0.1,80,44390,000.ACK.FIN.,S
5,2017/07/06 13:18:34.861604000,172.16.0.1,192.168.10.50,44390,80,000.ACK.FIN.,C
5,2017/07/06 13:18:34.861670000,192.168.10.50,172.16.0.1,80,44390,000.ACK.,S
6,2017/07/06 13:18:37.042137000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:37.054451000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:37.055975000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:37.058863000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:37.099221000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:41.531592000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:41.534800000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:41.535379000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:41.536271000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:41.537961000,192.168.10.50,172.16.0.1,80,44392,000.ACK.,S
6,2017/07/06 13:18:41.538022000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:41.538894000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:43.314158000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:43.315979000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:43.316684000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:43.322131000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:43.323752000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:43.324438000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:46.154286000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:46.155438000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:46.166122000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:46.167871000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:46.168998000,172.16.0.1,192.168.10.50,44392,80,000.ACK.PSH.,C
6,2017/07/06 13:18:46.176565000,192.168.10.50,172.16.0.1,80,44392,000.ACK.PSH.,S
6,2017/07/06 13:18:46.215330000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
6,2017/07/06 13:18:51.178277000,172.16.0.1,192.168.10.50,44392,80,000.ACK.FIN.,C
6,2017/07/06 13:18:51.178404000,192.168.10.50,172.16.0.1,80,44392,000.ACK.FIN.,S
6,2017/07/06 13:18:51.179279000,172.16.0.1,192.168.10.50,44392,80,000.ACK.,C
7,2017/07/06 13:19:27.660566000,172.16.0.1,192.168.10.50,44464,80,000.SYN.,C
7,2017/07/06 13:19:27.660737000,192.168.10.50,172.16.0.1,80,44464,000.ACK.SYN.,S
7,2017/07/06 13:19:27.661475000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:27.661864000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:27.661967000,192.168.10.50,172.16.0.1,80,44464,000.ACK.,S
7,2017/07/06 13:19:27.712060000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:27.712659000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:27.719236000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:27.719358000,192.168.10.50,172.16.0.1,80,44464,000.ACK.,S
7,2017/07/06 13:19:27.722407000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:27.746913000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:27.748708000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:27.749481000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
8,2017/07/06 13:19:27.749556000,172.16.0.1,192.168.10.50,44466,80,000.SYN.,C
8,2017/07/06 13:19:27.749647000,192.168.10.50,172.16.0.1,80,44466,000.ACK.SYN.,S
7,2017/07/06 13:19:27.749825000,192.168.10.50,172.16.0.1,80,44464,000.ACK.,S
7,2017/07/06 13:19:27.749976000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
8,2017/07/06 13:19:27.750188000,172.16.0.1,192.168.10.50,44466,80,000.ACK.,C
7,2017/07/06 13:19:27.750662000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:27.750912000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:27.751357000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:27.902313000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:27.902693000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:27.942833000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:28.124252000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:28.124622000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:28.125239000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
9,2017/07/06 13:19:28.266143000,172.16.0.1,192.168.10.50,44484,80,000.SYN.,C
10,2017/07/06 13:19:28.266264000,172.16.0.1,192.168.10.50,44486,80,000.SYN.,C
9,2017/07/06 13:19:28.266426000,192.168.10.50,172.16.0.1,80,44484,000.ACK.SYN.,S
10,2017/07/06 13:19:28.266472000,192.168.10.50,172.16.0.1,80,44486,000.ACK.SYN.,S
9,2017/07/06 13:19:28.267105000,172.16.0.1,192.168.10.50,44484,80,000.ACK.,C
10,2017/07/06 13:19:28.267106000,172.16.0.1,192.168.10.50,44486,80,000.ACK.,C
7,2017/07/06 13:19:28.869270000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:28.872932000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:28.873573000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:28.881369000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:28.884629000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:28.922847000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:30.882959000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:30.886659000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:30.887419000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:30.888998000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:30.891750000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:30.930828000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:31.128234000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:31.137006000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:31.137655000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
7,2017/07/06 13:19:31.138821000,172.16.0.1,192.168.10.50,44464,80,000.ACK.PSH.,C
7,2017/07/06 13:19:31.143141000,192.168.10.50,172.16.0.1,80,44464,000.ACK.PSH.,S
7,2017/07/06 13:19:31.182629000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
10,2017/07/06 13:19:31.799574000,172.16.0.1,192.168.10.50,44486,80,000.ACK.FIN.,C
9,2017/07/06 13:19:31.799835000,172.16.0.1,192.168.10.50,44484,80,000.ACK.FIN.,C
8,2017/07/06 13:19:31.799852000,172.16.0.1,192.168.10.50,44466,80,000.ACK.FIN.,C
7,2017/07/06 13:19:31.799870000,172.16.0.1,192.168.10.50,44464,80,000.ACK.FIN.,C
10,2017/07/06 13:19:31.799878000,192.168.10.50,172.16.0.1,80,44486,000.ACK.FIN.,S
9,2017/07/06 13:19:31.799891000,192.168.10.50,172.16.0.1,80,44484,000.ACK.FIN.,S
8,2017/07/06 13:19:31.799915000,192.168.10.50,172.16.0.1,80,44466,000.ACK.FIN.,S
7,2017/07/06 13:19:31.799954000,192.168.10.50,172.16.0.1,80,44464,000.ACK.FIN.,S
10,2017/07/06 13:19:31.800410000,172.16.0.1,192.168.10.50,44486,80,000.ACK.,C
9,2017/07/06 13:19:31.800415000,172.16.0.1,192.168.10.50,44484,80,000.ACK.,C
8,2017/07/06 13:19:31.800429000,172.16.0.1,192.168.10.50,44466,80,000.ACK.,C
7,2017/07/06 13:19:31.800453000,172.16.0.1,192.168.10.50,44464,80,000.ACK.,C
11,2017/07/06 13:21:21.117796000,172.16.0.1,192.168.10.50,44634,80,000.SYN.,C
11,2017/07/06 13:21:21.117884000,192.168.10.50,172.16.0.1,80,44634,000.ACK.SYN.,S
11,2017/07/06 13:21:21.118760000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:21.119034000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:21.119098000,192.168.10.50,172.16.0.1,80,44634,000.ACK.,S
11,2017/07/06 13:21:21.121479000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:21.122045000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:21.142936000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:21.145788000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:21.174488000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:21.174815000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:21.175683000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
12,2017/07/06 13:21:21.175725000,172.16.0.1,192.168.10.50,44636,80,000.SYN.,C
12,2017/07/06 13:21:21.175761000,192.168.10.50,172.16.0.1,80,44636,000.ACK.SYN.,S
11,2017/07/06 13:21:21.175916000,192.168.10.50,172.16.0.1,80,44634,000.ACK.,S
11,2017/07/06 13:21:21.175982000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
12,2017/07/06 13:21:21.176339000,172.16.0.1,192.168.10.50,44636,80,000.ACK.,C
11,2017/07/06 13:21:21.176832000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:21.177168000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:21.213614000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:21.254313000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:21.254634000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:21.255378000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:21.339109000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:21.339446000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:21.340189000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
13,2017/07/06 13:21:21.585037000,172.16.0.1,192.168.10.50,44654,80,000.SYN.,C
14,2017/07/06 13:21:21.585053000,172.16.0.1,192.168.10.50,44656,80,000.SYN.,C
13,2017/07/06 13:21:21.585207000,192.168.10.50,172.16.0.1,80,44654,000.ACK.SYN.,S
14,2017/07/06 13:21:21.585211000,192.168.10.50,172.16.0.1,80,44656,000.ACK.SYN.,S
13,2017/07/06 13:21:21.585780000,172.16.0.1,192.168.10.50,44654,80,000.ACK.,C
14,2017/07/06 13:21:21.585797000,172.16.0.1,192.168.10.50,44656,80,000.ACK.,C
11,2017/07/06 13:21:22.231031000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:22.234206000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:22.234961000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:22.251138000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:22.253391000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:22.293575000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:24.256151000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:24.257413000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:24.258164000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:24.259156000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:24.261332000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:24.301570000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:24.492083000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:24.495127000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:24.495764000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:24.497366000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:24.499540000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:24.537557000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:26.502660000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:26.503834000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:26.504583000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:26.508982000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:26.511249000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:26.549548000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:26.742640000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:26.746372000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:26.747108000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
11,2017/07/06 13:21:26.747833000,172.16.0.1,192.168.10.50,44634,80,000.ACK.PSH.,C
11,2017/07/06 13:21:26.750579000,192.168.10.50,172.16.0.1,80,44634,000.ACK.PSH.,S
11,2017/07/06 13:21:26.789542000,172.16.0.1,192.168.10.50,44634,80,000.ACK.,C
13,2017/07/06 13:21:27.122926000,172.16.0.1,192.168.10.50,44654,80,000.ACK.FIN.,C
