Case_ID,Timestamp,Src_IP,Dst_IP,Scr_port,Dst_port,Flags,S/C
3,2017/07/05 19:09:55.664158000,172.16.0.1,192.168.10.51,44990,444,000.RST.,C
4,2017/07/05 19:09:55.992624000,172.16.0.1,192.168.10.51,44992,444,000.ACK.PSH.,C
4,2017/07/05 19:09:55.992649000,192.168.10.51,172.16.0.1,444,44992,000.ACK.,S
4,2017/07/05 19:09:57.104518000,172.16.0.1,192.168.10.51,44992,444,000.ACK.PSH.,C
4,2017/07/05 19:09:57.104548000,192.168.10.51,172.16.0.1,444,44992,000.ACK.,S
4,2017/07/05 19:09:58.280750000,172.16.0.1,192.168.10.51,44992,444,000.ACK.PSH.,C
4,2017/07/05 19:09:58.280768000,192.168.10.51,172.16.0.1,444,44992,000.ACK.,S
4,2017/07/05 19:10:00.670359000,192.168.10.51,172.16.0.1,444,44992,000.ACK.FIN.,S
4,2017/07/05 19:10:00.670399000,192.168.10.51,172.16.0.1,444,44992,000.ACK.RST.,S
5,2017/07/05 19:10:02.843894000,172.16.0.1,192.168.10.51,44994,444,000.SYN.,C
5,2017/07/05 19:10:02.843898000,192.168.10.51,172.16.0.1,444,44994,000.ACK.SYN.,S
5,2017/07/05 19:10:02.844499000,172.16.0.1,192.168.10.51,44994,444,000.ACK.,C
5,2017/07/05 19:10:02.846039000,172.16.0.1,192.168.10.51,44994,444,000.ACK.PSH.,C
5,2017/07/05 19:10:02.846057000,192.168.10.51,172.16.0.1,444,44994,000.ACK.,S
5,2017/07/05 19:10:06.856738000,172.16.0.1,192.168.10.51,44994,444,000.ACK.FIN.,C
5,2017/07/05 19:10:06.894304000,192.168.10.51,172.16.0.1,444,44994,000.ACK.,S
5,2017/07/05 19:10:07.860452000,192.168.10.51,172.16.0.1,444,44994,000.ACK.PSH.,S
5,2017/07/05 19:10:07.860665000,192.168.10.51,172.16.0.1,444,44994,000.ACK.FIN.,S
5,2017/07/05 19:10:07.861142000,172.16.0.1,192.168.10.51,44994,444,000.RST.,C
6,2017/07/05 19:10:08.075907000,172.16.0.1,192.168.10.51,44996,444,000.SYN.,C
6,2017/07/05 19:10:08.075917000,192.168.10.51,172.16.0.1,444,44996,000.ACK.SYN.,S
6,2017/07/05 19:10:08.076504000,172.16.0.1,192.168.10.51,44996,444,000.ACK.,C
6,2017/07/05 19:10:09.024420000,172.16.0.1,192.168.10.51,44996,444,000.ACK.PSH.,C
6,2017/07/05 19:10:09.024427000,192.168.10.51,172.16.0.1,444,44996,000.ACK.,S
6,2017/07/05 19:10:09.448316000,172.16.0.1,192.168.10.51,44996,444,000.ACK.PSH.,C
6,2017/07/05 19:10:09.448316000,192.168.10.51,172.16.0.1,444,44996,000.ACK.,S
6,2017/07/05 19:10:12.312423000,172.16.0.1,192.168.10.51,44996,444,000.ACK.PSH.,C
6,2017/07/05 19:10:12.312469000,192.168.10.51,172.16.0.1,444,44996,000.ACK.,S
6,2017/07/05 19:10:13.084567000,192.168.10.51,172.16.0.1,444,44996,000.ACK.FIN.,S
6,2017/07/05 19:10:13.084594000,192.168.10.51,172.16.0.1,444,44996,000.ACK.RST.,S
7,2017/07/05 19:12:15.650811000,172.16.0.1,192.168.10.51,45022,444,000.SYN.,C
7,2017/07/05 19:12:15.650855000,192.168.10.51,172.16.0.1,444,45022,000.ACK.SYN.,S
7,2017/07/05 19:12:15.651625000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:15.652979000,172.16.0.1,192.168.10.51,45022,444,000.ACK.PSH.,C
7,2017/07/05 19:12:15.653028000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.678012000,192.168.10.51,172.16.0.1,444,45022,000.ACK.PSH.,S
7,2017/07/05 19:12:20.678681000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.697191000,172.16.0.1,192.168.10.51,45022,444,000.ACK.PSH.,C
7,2017/07/05 19:12:20.697262000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.699016000,192.168.10.51,172.16.0.1,444,45022,000.ACK.PSH.,S
7,2017/07/05 19:12:20.699679000,172.16.0.1,192.168.10.51,45022,444,000.ACK.PSH.,C
7,2017/07/05 19:12:20.700136000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.700152000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.700202000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.700393000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.701062000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.701156000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.701275000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.701315000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.701509000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.701526000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.701796000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.701951000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.702029000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.702108000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.702338000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.702533000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.702622000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.702781000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.702799000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.703033000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.703275000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.703351000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.703511000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.703597000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.703781000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.704028000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.704273000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.704540000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.704597000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:20.704753000,192.168.10.51,172.16.0.1,444,45022,000.ACK.PSH.,S
7,2017/07/05 19:12:20.704779000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.705046000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.705279000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.705530000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.705781000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.706080000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.706479000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:20.707724000,172.16.0.1,192.168.10.51,45022,444,000.ACK.PSH.,C
7,2017/07/05 19:12:20.745119000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.702924000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.702944000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.702984000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.703175000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.703678000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.703933000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.703941000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.704173000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.704424000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.704493000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.704650000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.704736000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.704841000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.704944000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.705035000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.705173000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.705424000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.705676000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.705928000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.705991000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.706157000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.706277000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.706858000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.706970000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.707146000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:21.707307000,192.168.10.51,172.16.0.1,444,45022,000.ACK.PSH.,S
7,2017/07/05 19:12:21.707853000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.707857000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.707857000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.707858000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.707965000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.708171000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.708438000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.708670000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.709066000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:21.710655000,172.16.0.1,192.168.10.51,45022,444,000.ACK.PSH.,C
7,2017/07/05 19:12:21.710902000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.705028000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.705044000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.705094000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.705284000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.705861000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.705956000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.706109000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.706134000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.706357000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.706606000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.706677000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.706834000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.706838000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.707031000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.707141000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.707347000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.707653000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.707844000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.707932000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.708092000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.708109000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.708283000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:22.708820000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.708823000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.708825000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.709143000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.709283000,192.168.10.51,172.16.0.1,444,45022,000.ACK.PSH.,S
7,2017/07/05 19:12:22.709342000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.709608000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.709877000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.710104000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.710355000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.710596000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.710862000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.711309000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:22.712581000,172.16.0.1,192.168.10.51,45022,444,000.ACK.PSH.,C
7,2017/07/05 19:12:22.712846000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.707114000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.707128000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.707179000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.707367000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.707846000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.708079000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.708156000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.708346000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.708572000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.708656000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.708815000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.708816000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.709009000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.709317000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.709575000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.709826000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.710078000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.710141000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.710300000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.710342000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.710490000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.710577000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.710827000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.711005000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:23.711135000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.711164000,192.168.10.51,172.16.0.1,444,45022,000.ACK.PSH.,S
7,2017/07/05 19:12:23.711325000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.711576000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.711827000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.712078000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.712327000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.712573000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.712884000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.713131000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.713441000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:23.714872000,172.16.0.1,192.168.10.51,45022,444,000.ACK.PSH.,C
7,2017/07/05 19:12:23.715120000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.709249000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.709263000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.709313000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.709502000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.709986000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.710204000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.710258000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.710470000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.710695000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.710784000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.710941000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.710962000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.711135000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.711229000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.711454000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.711700000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.711967000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.712021000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.712181000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.712205000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.712370000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.712455000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.712696000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.712777000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:24.712935000,192.168.10.51,172.16.0.1,444,45022,000.ACK.PSH.,S
7,2017/07/05 19:12:24.712962000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.713200000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.713444000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.713695000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.713965000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.714203000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.714447000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.714710000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.714951000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.715325000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.715657000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:24.716929000,172.16.0.1,192.168.10.51,45022,444,000.ACK.PSH.,C
7,2017/07/05 19:12:24.717177000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:25.711522000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:25.711536000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:25.711585000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:25.711775000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:25.712487000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
7,2017/07/05 19:12:25.712570000,192.168.10.51,172.16.0.1,444,45022,000.ACK.,S
7,2017/07/05 19:12:25.712701000,172.16.0.1,192.168.10.51,45022,444,000.ACK.,C
